City,Description,Title,URL,Price,Condition
Wakefield,"
Queen Size Adjustable Head and Foot.   Purchased in 2015.  Very comfortable
Will be relocating and cannot afford to ship bed.
Local sale only, cash sale and pick up same day.    ",Queen Size Adjustable Bed,https://nh.craigslist.org/fuo/6170525511.html,$800,like new
"Alton, NH","
$300! I bought this set years ago in an antique shop. It has seen better days and the price for the whole set at $300 reflects that. It's main issues are missing drawer pulls and the chair needs some repair. I think there is also dog chew damage somewhere, desk I think.    ",vintage Henry Link 60's bedroom set,https://nh.craigslist.org/fuo/6170526677.html,$300,fair
North Conway nh,"
Nice matching set of twin Maple twin beds headboard and footboard are maple with metal side rails    ",Twin beds matching maple,https://nh.craigslist.org/fuo/6170516853.html,$40,good
Hooksett,"
We are making changes to our house and no longer have room for our Leather sectional, we bought this a few years ago then bought individual chairs for our Home Theater area. This sofa has had little use and is in a pet free, smoke free home.
We purchase the sofa from Macy's a few years ago, right now they have the same sectional on sale for $2,699.00. Below is the description from Macy's web site. This is real leather and not ""Bonded Leather"" that you see in discount furniture stores.
Bring back classic style in your home with the Stacey 5-piece Modular Pit. Buttery soft leather in a handsome chocolate hue covers high-resiliency foam cushioning and an industrial strength webbing system for consistently plush support.
Screwed, glued and blocked frame
High-resiliency foam cushions
Industrial strength webbing system
Available in Dark Brown.
Armless chairs: 31""W x 39""D x 31""H; square corner units: 39""W x 39""D x 31""H; ottoman: 31""W x 31""D x 18""H
I am not looking for trades of any kinds so don't ask as I will not respond. Please no ridiculous low ball offers as I will not respond to them either.    ",Leather Sectional - 5 Piece - Dark Brown,https://nh.craigslist.org/fuo/6170512128.html,$2000,like new
Auburn,"
Light Oak with Inlayed tile, has hidden expandable leaf, and 4 chairs. Paid $1199 for it a few years ago. Elderly owned and well taken care of. 
From $600 to $400 cash.
Bernie & Phil's
54"" top with expandable hidden leaf.    ",Beautiful 5 pc Expandable Kitchen Table Set,https://nh.craigslist.org/fuo/6160126915.html,$400,like new
Derry,"
Black tv stand with glass shelf    ",TV STAND,https://nh.craigslist.org/fuo/6146283456.html,$25,good
,"
Basset furniture mid century five drawer dresser drawers are dovetailed measurements 38 inches wide 18 1/2 inches deep 43 inches tall if interested we can meet in Derry New Hampshire I also offer delivery for a fee thank you.    ",Mid century dresser,https://nh.craigslist.org/fuo/6170509575.html,$65,excellent
Londonderry nh,"
I've got some lockers for sale. They all work and don't get stuck. We are moving and will no longer have room for them.    ",6 lockers all one piece,https://nh.craigslist.org/fuo/6163035944.html,$40,good
North Conway nh,"
Solid wood trundle bed drawer with wheels nice condition perfect for under your kids beds so they can have a sleepover 
 Twin size    ",Trundle bed drawer twin,https://nh.craigslist.org/fuo/6170534580.html,$30,good
Londonderry nh,"
I've got an antique iron bed (full sized) for $200. We are moving and no longer have the space for it.. Bed has head and base boards no side boards.    ",Antique iron bed (full sized),https://nh.craigslist.org/fuo/6163041978.html,$200,excellent
Londonderry nh,"
I've got a black and brown wayfair entertainment center for sale. Works great. I have one still in the box and the other is completely assembled. Youre choice of the pair. Attached is a link to the exact entertainment center. Ours is the ""light oak"".
https://www.wayfair.com/Zipcode™-Design-Trista-TV-Stand-ZIPC1759.html#readmoremodal1",Wayfair Entertainment center,https://nh.craigslist.org/fuo/6162904688.html,$40,new
,"
Amesbury Chair.Cabinet with two pull out drawers and storage shelf measurements are 48 inches wide 18 inches deep 34 1/4 inches tall if interested we can meet in Derry New Hampshire I also offer delivery within 10 miles of Derry New Hampshire for a small fee thank you.    ",Cabinet,https://nh.craigslist.org/fuo/6170525394.html,$45,excellent
"Newport, Henniker, Bradford, Concord twin mattress","
I'm looking to sell a Brand Name twin Pillow top mattress and box spring right away. It's in excellent shape and still in the original wrappers. I can let it go for $119 to the first person who comes and gets it. You can reach me at 603-707-2943.
web  http://nhbeddeals dot com
twin mattress, twin mattresses, twin pillowtop mattress
twin pillowtop mattresses, twin size mattress set, twin size mattresseKing mattress, King Size Pillowtop, Queen Size Pillowtop, Full Size Pillowtop, Twin Size Pillowtop, Bed, Memory foam
Queen mattress, King Pillowtop, Queen Pillowtop, Full Pillowtop, Twin Pillowtop, Bed, Memory foam
Full mattress, King Size Pillow Top, Queen Size Pillow Top, Manchester,  Full Size Pillow Top, Twin Size Pillow Top, Bed, Memory foam
Twin mattress, King Pillow-Top, Queen Pillow-Top, Full Pillow-Top, Twin Pillow-Top, Bed, Memory foam
Mattress, Mattresses, Twin Size Mattress, Full Size Mattress, Queen Size Mattress, King Size Mattress, Frame, Bed Frame
Concord, Candia Hooksett, Laconia, Bristol, Meredith, Belmont, Franklin, Tilton, Loudon, Bow, Weare, Pembroke, Allenstown, Barnstead, Penacook, Danbury, Warner, Hill, Newport, New London, Canterbury, Contoocook, Wilmot, Webster, Auburn, Seabrook, Dover, Rochester, Portsmouth, Madbury, Alton, Alton Bay, Hillsboro, Milford, Peterboro, Keene, Swanzey Mattress Store, Beds",Discount Twin pillow top mattress set - Twin Pillowtop Mattresses,https://nh.craigslist.org/fud/6170538878.html,$119,new
Londonderry,"
Mid Century Bench Set. Saved from a bar, perfect for a man cave!    ",Mid Century Bench Set,https://nh.craigslist.org/fuo/6140019495.html,$200,good
Loudon,"
A set of 2 couches, 2 rocking chairs, 2 regular chairs, and 2 end tables. All wicker furniture from Pier 1 Imports. Lightly used with light fading on some of the cushions. Not an outdoor set. You can take the 3 lamps with the set if you want them. Good for sun room/indoor use. Cash only. Pick up only.    ",Pier 1 Imports wicker furniture,https://nh.craigslist.org/fuo/6170548749.html,$800,excellent
"Manchester, Concord, Hooksett, Weare queen mattresses","
Queen pillow top mattress set still in plastic,  must sell,  first with the money takes it.  149.00
Brand name manufacturer.  Call now before it's to late.  603-707-2943.   To apply for 40 dallars down click on or copy link- https://dealers.crestfinancial.com/Applicants/CreateApplicant/3159
webhttp://nhbeddeals dot com
queen mattress, queen mattresses, queen pillowtop mattress
queen pillowtop mattresses, queen size mattress set, queen size mattresses
King mattress, King Size Pillowtop, Queen Size Pillowtop, Full Size Pillowtop, Twin Size Pillowtop, Bed, Memory foam
Queen mattress, King Pillowtop, Queen Pillowtop, Full Pillowtop, Twin Pillowtop, Bed, Memory foam
Full mattress, King Size Pillow Top, Queen Size Pillow Top, Manchester, Full Size Pillow Top, Twin Size Pillow Top, Bed, Memory foam
Twin mattress, King Pillow-Top, Queen Pillow-Top, Full Pillow-Top, Twin Pillow-Top, Bed, Memory foam
Mattress, Mattresses, Twin Size Mattress, Full Size Mattress, Queen Size Mattress, King Size Mattress, Frame, Bed Frame
Concord, Candia Hooksett, Laconia, Bristol, Meredith, Belmont, Franklin, Tilton, Loudon, Bow, Weare, Pembroke, Allenstown, Barnstead, Penacook, Danbury, Warner, Hill, Newport, New London, Canterbury, Contoocook, Wilmot, Webster, Auburn, Seabrook, Dover, Rochester, Portsmouth, Madbury, Alton, Alton Bay, Hillsboro, Milford, Peterboro, Keene, Swanzey Mattress Store, Bed    ",Affordable queen Mattresses-- New queen pillow top mattress set,https://nh.craigslist.org/fud/6170550181.html,$149,new
,"
73 x 18 x 33"" tall
pull out turntable / record player vinyl lp shelf
very good condition - but the top finish is not perfect    ",old classic vintage - solid wood - stereo rack,https://nh.craigslist.org/fuo/6170496465.html,$350,good
"Newport, Henniker,Bradford, warren, Claremont, Concord","
I have to sell a Name Brand Full Size Euro Pillowtop mattress & box-base today. It's in great shape & sealed in the packaging. I'm willing to sacrifice it for $139 to the first person who calls me. You can reach me at 603-707-2943   Copy link to get to Crest Credit Application; https://dealers.crestfinancial.com/apply/3159
web  http://nhbeddeals dot com
full mattress, full mattresses, full pillowtop mattress
full pillowtop mattresses, full size mattress set, full size mattresse
King mattress, King Size Pillowtop, Manchester, Queen Size Pillowtop, Full Size Pillowtop, Twin Size Pillowtop, Bed, Memory foam
Queen mattress, King Pillowtop, Queen Pillowtop, Full Pillowtop, Twin Pillowtop, Bed, Memory foam
Full mattress, King Size Pillow Top, Queen Size Pillow Top, Full Size Pillow Top, Twin Size Pillow Top, Bed, Memory foam
Twin mattress, King Pillow-Top, Queen Pillow-Top, Full Pillow-Top, Twin Pillow-Top, Bed, Memory foam
Mattress, Mattresses, Twin Size Mattress, Full Size Mattress, Queen Size Mattress, King Size Mattress, Frame, Bed Frame
Concord, Candia Hooksett, Laconia, Bristol, Meredith, Belmont, Franklin, Tilton, Loudon, Bow, Weare, Pembroke, Allenstown, Barnstead, Penacook, Danbury, Warner, Hill, Newport, New London, Canterbury, Contoocook, Wilmot, Webster, Auburn, Seabrook, Dover, Rochester, Portsmouth, Madbury, Alton, Alton Bay, Hillsboro, Milford, Peterboro, Keene, Swanzey Mattress Store, Bed    ",Affordable Full Mattresses @ FULL pillow top mattress and boxspring,https://nh.craigslist.org/fud/6170542929.html,$139,new
"Bellows Falls, VT","
This table top lamp has never even been taken out of the box and used.
It it a reproduction from the days of roll top desks and early 20th times.
The box has stains on it, but inside it is pristine and perfect, never been opened!
Cash only
Must come to area to pick up
Do not contact poster with unsolicited services and offers    ","Table-top Bankers Lamp reproduction, never been used",https://nh.craigslist.org/fuo/6170459442.html,$15,new
3 Paradise,"
Two large drawers. Comes with hanging file folders. Very good shape, drawers slide very smoothly.    ",Oversized File Cabinet - File,https://nh.craigslist.org/fuo/6170459050.html,$40,good
Hampton,"
White wicker planter    ",Wicker planter,https://nh.craigslist.org/fuo/6170537745.html,$35,excellent
Bedford,"
Pier 1 Small Bookcase/cabinet
Used for smaller books and also CD's which the shelves are at the proper height for CD storage 
Great detail on the front
Top needs refinishing
36.5"" tall
16"" wide
8.5"" deep
$55 Firm
Cash only
Pick up in Bedford",Pier 1 Small Bookcase/Cabinet/CD Cabinet,https://nh.craigslist.org/fuo/6170465861.html,$55,good
Portsmouth,"
Beautiful LaBarge Mirror, 23 1/2"" wide X 42"" Tall ,  Hand painted wooden Frame, artist signed Tricia '82.  LaBarge makes fantastic glass and mirror products. $250 OBRO. e-mail if interested,    ",LaBarge Mirror,https://nh.craigslist.org/fuo/6141504228.html,$250,excellent
"48 Bridge St Nashua,NH","
Brand new mattresses!!! all sizes available all 30-60% off retail store prices!!!
Living room sets by Ashley, Serta bunk beds, futons, table sets 
warehouse open to the public!!!
no appointment needed!!!
http://www.nhfurnituredirect.com
Like us on facebook ( New Hampshire Furniture Direct)
for additional news and specials",So NH MATTRESS  & FURNITURE WAREHOUSE,https://nh.craigslist.org/fud/6170460690.html,,new
,"
Dining table to give away. Some minor scratch on one side of table ( you can see it from the picture ... where I use a flower decorative patch to cover it).
Looking to give away due to relocation. Chairs not included.    ",Dining table,https://nh.craigslist.org/fuo/6170463905.html,,fair
Nashua NH,"
Bought it 6 month ago. Brand new condition. Very easy to transport. Can use as a guest bed. Bought it at $500. Looking to sell due to relocation.Sofa dimensions: 71""L x 22""D x 31""H Sleeper dimensions: 71""L x 44""W x 15""H Chaise 
Sent from my iPhone    ","Futon Sofa Bed, Modern Convertible Sectional sofa",https://nh.craigslist.org/fuo/6170442934.html,$150,like new
Laconia,"
I'm selling a laptop table/stand that has a flat top but can also tilt & is heigh adjustable too & comes with a clip on lamp. It's in great condition just don't need it anymore. Asking $20 OBO. Email if interested or text me at 603-978-four two zero zero.    ","Rolling laptop stand/table, tiltable adjustable",https://nh.craigslist.org/fuo/6152180634.html,$20,excellent
Pittsfield,"
This is a new lazy susan needing a kitchen. Works perfectly. If you need more pieces, let me know what you're looking for.    ",Kitchen Cabinet Lazy Susan Base,https://nh.craigslist.org/fuo/6167331906.html,$75,new
manchester nh,"
like new File rack on wheels will take both size files, legal and letter.   Can deliver for an added fee.    ",File Rack Caddy,https://nh.craigslist.org/fuo/6151232410.html,$14,like new
Bristol NH,"
This hand crafted  chair would  make an excellent  garden/ directors chair  workshop or great room  seat is 28'' high  17x18  solid          now  repainted  and new seat covering         also many other things in barn sale    ",wrought iron  captains chair,https://nh.craigslist.org/fuo/6139700071.html,$45,good
Thornton,"
Loveseat, two chairs, two glass top end tables, one glass top coffee table, ottoman and cushions.  Excellent condition.    ",Wicker Sunroom Furniture,https://nh.craigslist.org/fuo/6170399372.html,$1000,like new
Somersworth,"
Used patio umbrella    ",Patio umbrella,https://nh.craigslist.org/fuo/6153092429.html,$15,good
Manchester,"
Surround Sound 6-Speakers-  in great working condition
RCA RTD250 - 
Speaker System Details
Speaker Type 
1-center channel speaker Impendence: 6 ohms, 
2- front main channel speaker Impendence:6 ohms,
1- subwoofer Impendence: 12 ohms
2-Rear Speakers  Impendence: 6 ohms, 
 2 REAR SPEAKERS 
Speaker Qty :1, 1, 2, 2    ",Surround Sound 6-Speakers-RCA RTD250 -,https://nh.craigslist.org/fuo/6151228569.html,$25,excellent
Somersworth,"
Set of 2 patio furniture cushions    ",Outdoor patio furniture cushions,https://nh.craigslist.org/fuo/6153074946.html,$10,good
Somersworth,"
Set of 3 patio furniture cushions, like new condition    ",Outdoor patio furniture cushions,https://nh.craigslist.org/fuo/6153072199.html,$20,like new
Weare,"
acent  table light greyish color with green green working drawer . Tallest part 27"" to floor 14 1/2"" wide smoke free home    ",accent  table with top shelf,https://nh.craigslist.org/fuo/6170348770.html,$45,excellent
Seabrook,"
Corner TV console unit - Solid Fruitwood - holds up to 46"" TV 
$150.00 or BRO    ",Corner TV Console,https://nh.craigslist.org/fuo/6129943509.html,$150,excellent
Weare,"
Beautiful accent table painted in an antique grey/ green color  working drawer  26"" long 21"" high  20 1/2 "" wide  smoke free home    ",Beautiful rustic accent table,https://nh.craigslist.org/fuo/6161377913.html,$65,like new
Weare,"
Mirror wood shabby and distressed in antique white paint 14""x20""    ",Off white shabby mirror,https://nh.craigslist.org/fuo/6160652410.html,$20,good
Seabrook,"
Small bistro tile top patio table - great condition - $80.00 or BRO    ",Patio table,https://nh.craigslist.org/fuo/6161902876.html,$80,like new
Weare,"
Hall tree dark wood with marble top mirror has etched design smoke free home must pick up in weare    ",Hall tree dark wood and marble top,https://nh.craigslist.org/fuo/6146499188.html,$100,like new
Manchester NH,"
lateral file drawers (2) lightly used in excellent condition, can hold legal and regular size file folders. 36"" wide x 20"" Depth x 30"" Height. see for like minded pics https://www.target.com/p/bennington-2-drawer-lateral-file-from-kathy-ireland-174-office-by-bush-business-furniture/-/A-16544343 . I will post actual photos 6/22 when I return.    ",Lateral File Drawer,https://nh.craigslist.org/fuo/6170352890.html,$80,excellent
Londonderry,"
Nice piece
31"" Tall
Top Shelf 16""x16""
Bottom Shelf 8""x8""
Painted Grey
$20.00
Thank you    ",Hardwood Stand,https://nh.craigslist.org/fuo/6170354184.html,$20,good
Nashua NH,"
This vintage tallboy bureau was restored and is in excellent vintage condition. It has arched brass pulls and tapered legs. Dovetail construction to drawers. Laminate top for durability. Clean sturdy piece.
Dim: H 43"" X W 34"" X D 18""
See my other pieces under search Mimi & Ger
Cash upon pickup
If you see this ad, it's available.
Midcentury modern mcm    ",Mid Century Basset Dresser,https://nh.craigslist.org/fuo/6170358286.html,$275,excellent
Hollis,"
Queen solid oak cannon ball head board    ",Queen solid wood headboard,https://nh.craigslist.org/fuo/6143282144.html,$55,excellent
BRISTOL NH,"
HAVE  MANY CHAIRS, TABLES , BOOKSHELVES , LAMPS  , COFFEE TABLES, PLANT RACKS   PICTURES ,FRAMES  ,  ALBUMS   ,CD'S ,  MANY BOOKS  HOUSEHOLD STUFF , COLLECTABLES     ******** And the '' ENERGIZER BUNNY '' is lost in here    FIND HIM  for a door prize    ",CHAIRS TABLES BOOKSHELVES,https://nh.craigslist.org/fuo/6149908213.html,$10,good
New Boston,"
Entertainment center for sale.  In good shape. Has some minor cosmetic damage but in good shape overall.  Glass doors
$60    ",TV entertainment center,https://nh.craigslist.org/fuo/6152946515.html,$60,good
Brookline NH,"
The desk is in good condition with one key lock drawer.
63 long
30 deep    ",Desk and office chair,https://nh.craigslist.org/fuo/6151343348.html,$200,good
Manchester,"
What you are reading in the title is true. Owner paid 600 to reupholster this chair because it belonged to his Mother. It came out great. Beautifully upholstered and in mint shape. Pictures are not that great. Its adorable and about half the size of an adult chair. I can comfortably sit in it myself. From the floor to the top of the back rest measures 31in. The arm rests from Side to side is 28in. From the floor to the seat cushion is 16in. Please dont hit me up with unreasonable offers. He is already losing hundreds of dollars on this. If you right click on the second photo and save it to your computer then you can zoom in on the design pattern. Please provide us with a time and day to see it along with contact information. Thank you.    ",Small 600 Dollar Chair for only,https://nh.craigslist.org/fuo/6167373297.html,$120,like new
North Hampton,"
For sale couch and matching love seat, will sell separate or as a set.  The couch measures 83"" long. 39"" deep and 30"" high, the love seat measures 72"" long, 40"" wide and 31' high, the print is tan, beige a little green and rust, both pieces in good condition, no tears. Love seat is $50.00    ",Sofa,https://nh.craigslist.org/fuo/6150708588.html,$75,good
"wolfeboro, nh","
Free standing Jewelry Cabinet Armoire  Oak Colored Finish
In Excellent Condition.
$39. or Best Offer    ",Jewelry Cabinet Armoire,https://nh.craigslist.org/fuo/6170371090.html,$39,excellent
Manchester,"
Chair is in really nice shape for its age. Senior owned. Was kept in a spare room. Measurements are as follows. From the floor to the top of the back rest is 31in and from the Floor to the seat is 15in. The width of the Seat is 16in. As mentioned in the Title the Cane or the Seat part was replaced and is new. That alone cost more than my asking price for the whole chair. Its available if posted and if you would like to see it then let me know. Thank you.    ",Antique Nursing Rocking Chair with New Cane Seat,https://nh.craigslist.org/fuo/6159976607.html,$45,excellent
Weare,"
Black metal canopy queen sized bedframe. Good condition. Minor scratches. Can put sheer fabric, ivy or lace canopy on top for romantic look. 
Merged households & went with king size bed instead. 
No mattress available - just the frame. 100 or BO    ",Queen size bedframe,https://nh.craigslist.org/fuo/6170375875.html,$100,good
Derry,"
Six Chippendale style mahogany dinning room chairs with ball and claw feet. The chairs are hand carved on the front and the back. There are 2 arm chairs and 4 side chairs. The mahogany chairs are very heavy and solid. Very good condition.    ",6 Hand Carved Chippendale Style Dining Chairs Ball and Claw Foot,https://nh.craigslist.org/fuo/6154240577.html,$399,good
"Lee, NH","
Selling an antique side or coffee table. The table has a beautiful marble piece set into the solid mahogany wood (great for putting drinks or hot plates on as no coaster is needed). Some parts of the wood on the table surface are losing the finish, but can easily be restored. The table is oval, with a height of 21 inches. The longer axis of the table top is 27.5 inches and the shorter axis is 21 inches.    ",Antique marble and solid mahogany side or coffee table ($120 obo),https://nh.craigslist.org/fuo/6131206254.html,$120,good
Weare,"
Beautiful accent table painted in an antique grey/ green color  working drawer  26"" long 21"" high  20 1/2 "" wide  smoke free home    ",Beautiful rustic accent table,https://nh.craigslist.org/fuo/6164274008.html,$65,like new
Stratham,"
Red Sleeper Sofa 
we purchased this about 7 years ago from Rooms to Go
we barely use it, and it is in great condition - smoke free home
Heavy - you will need help to move it",Red Sleeper Sofa,https://nh.craigslist.org/fuo/6161716871.html,$220,excellent
Salem,"
2 full size black metal futons. 120.00 for both. Small scratch on one of the beds.    ",Full size metal futon,https://nh.craigslist.org/fuo/6160976889.html,$120,good
,"
Electric lift chair. Like new. reclines and lifts. a must for elderly with mobility issues. heavy duty Gun Metal polyester chenille fabric. 375LB weight capacity. Can deliver within reason. It was always covered. $400.00 
Dimensions
Width (side to side)	32.5"" W
Depth (front to back)	34"" D
Height (bottom to top)	41.5"" H
Seat Depth	20""
Seat Height	19""",Electric Lift / Recliner Chair - $400,https://nh.craigslist.org/fuo/6149862674.html,$400,like new
Milford,"
Black Wrought Iron Sofa with cushion, very good condition, must pick up.    ",Wrought Iron Sofa with cushion,https://nh.craigslist.org/fuo/6170384548.html,$80,excellent
Hooksett,"
Oak coffee table like new    ",Oak coffee table,https://nh.craigslist.org/fuo/6163820542.html,$75,like new
Auburn,"
This desk is 6 feet by 3 feet and 31 inches in hight and in nice condition. We are moving to a smaller home and have no room.    ",Desk in excellent condition,https://nh.craigslist.org/fuo/6170399846.html,$300,excellent
York maine,"
Couch & Recliner    ",Couch & Recliner,https://nh.craigslist.org/fuo/6170393053.html,$150,good
Londonderry,"
Nice shape,24'x11"" 36"" tall
Inside space per shelf 10""x10"" 23""
$25.00
Thank you    ",Standing Pine Half Cupboard,https://nh.craigslist.org/fuo/6161390317.html,$25,good
"Lee, NH","
Selling a glass top coffee table with a very heavy and beautiful metal base. This table is not like the way current metal tables are made, which are light weight and poor quality. This one is very solid. The dimensions of the table are 42''L * 31''W * 16''H. The glass can be removed from the top, making it easier to transport.
If this post is still up, the item is still for sale :)    ",Glass top coffee table with metal base ($145 obo),https://nh.craigslist.org/fuo/6143243636.html,$145,excellent
SNH,"
Antique Bow Glass China Closet by Ebert 
$500
Nice piece of Americana furniture.
This is a solid cabinet built sometime around 1900
Everything is in good or great condition for age. No broken glass or cracked, chipped, or split wood
E-mail must have ""cabinet"" in subject    ",Bow Chest,https://nh.craigslist.org/fuo/6170378994.html,$550,excellent
Londonderry,"
Patio set with four chairs and umbrella w/ base    ",Patio set,https://nh.craigslist.org/fuo/6170399908.html,$150,good
Hudson,"
This vanity is in great condition.  Serious buyers only please.  Possible local delivery.    ",Antique Waterfall Vanity,https://nh.craigslist.org/fuo/6170400779.html,$125,good
Londonderry,"
Nice piece
16""x18""
30"" Tall
$25.00
Thank you    ",Unique School Desk,https://nh.craigslist.org/fuo/6128345396.html,$25,good
"Lexington,Ma.","
Maple table.175.00. Folds down for storage.    ",M.C.M. Maple Table,https://nh.craigslist.org/fuo/6170278442.html,$175,excellent
tiltonnh,"
31 x 18 x 26"" tall
in real good cond..    ",old baby bed - solid wood,https://nh.craigslist.org/fuo/6152522154.html,$20,good
CENTRAL NH LAKES REGION,"
solid hardwood
34 x 17 x 28"" tall",1960's gossip bench / telephone table,https://nh.craigslist.org/fuo/6145923618.html,$125,good
Hudson NH,"
Antique solid wood dresser with marble top.    ",Vintage solid wood and marble dresser,https://nh.craigslist.org/fuo/6163572384.html,$199,good
,"
lift up / slide in glass front
vintage 1970's - 3 ring binder sized - filing cabinet
each 34 x 14.5 x 20"" tall
strong sturdy and in good cond..",1 - 1970's quality - stackable - display case - w/glass front,https://nh.craigslist.org/fuo/6161639493.html,$35,good
HAMPSTEAD,"
Older love seat. No rips/tears. Could use a good cleaning.
If this ad is visible on Craig's List, the item is still available. Please email or text with questions or to schedule a purchase. NO PHONE CALLS, PLEASE. Or, come see it yourself at our MOVING SALE - Saturday June 17 - 81 Wheel Wright Road, Hampstead. Check out our other household items for sale (click ""more ads by this user"")  - everything must go!    ",Love Seat!,https://nh.craigslist.org/fuo/6170100236.html,$5,fair
Concord,"
Walnut end table",Walnut end table,https://nh.craigslist.org/fuo/6131323538.html,$15,good
Hampstead,"
Two nice lamps with shades.
If this ad is visible on Craig's List, the item is still available. Please email or text with questions or to schedule a purchase. NO PHONE CALLS, PLEASE. Or, come see it yourself at our MOVING SALE - Saturday June 17 - 81 Wheel Wright Road, Hampstead. Check out our other household items for sale (click ""more ads by this user"")  - everything must go!    ",Two Lamps,https://nh.craigslist.org/fuo/6170099218.html,$20,excellent
Hudson,"
Just bought this last week. I had knee replacements and it being a manual recliner, is bothering my knees. Excellent condition! It is hard to tell because of lightning but the fabric is a rich chocolate color.    ","84"" Reclining ends couch",https://nh.craigslist.org/fuo/6155524150.html,$300,excellent
Manchester,"
I have a large collection of gently used office chairs available for sale. There are chairs on wheels and many without.  There are lots of colors and styles. Many more than are pictured here.  Prices range from only $20 to $85.  They are viewable most days by appointment.    ",Many Office Chairs To Pick From Only $20 to $85,https://nh.craigslist.org/fuo/6163833719.html,,good
Manchester,"
Legal-size filing cabinets for sale. Several to pick from -many more than pictured here.  Variety of colors.  Mostly 4 or 5-drawer units.  Very good condition. Only $50 each.  Viewable most days by appointment.  Lots of other file cabinets and office furniture available too.    ",Legal Size File Cabinets - Many to Pick From,https://nh.craigslist.org/fuo/6157815612.html,$50,good
Hillsborough,"
Curio cabinet with all glass shelves
Lighted
$75
cleaning out...needs to go
scammers do not reply!    ",curio cabinet,https://nh.craigslist.org/fuo/6155970942.html,$75,good
,"
Four drawer pine armoire with six 10"" x 10"" storage compartments drawers are dovetailed measurements are 41 inches wide 21 inches deep 62 1/2 inches tall if interested we can meet in Derry New Hampshire I also offer delivery within 10 miles of Derry New Hampshire for a small fee thank you.    ",Armoire,https://nh.craigslist.org/fuo/6158137218.html,$125,excellent
,"
Quarter inch marble top End table measurements 22"" x 22""18 1/2 inches tall if interested we can meet in Derry New Hampshire I also offer delivery within 10 miles of Derry New Hampshire for a small fee thank you    ",Table,https://nh.craigslist.org/fuo/6160960566.html,$35,excellent
,"
Young-Hinkle four drawer desk measurements are 44 inches long 18 inches deep 30 1/4 inches tall if interested we can meet in Derry New Hampshire I also offer delivery within 10 miles of Derry New Hampshire for a small fee thank you    ",Desk,https://nh.craigslist.org/fuo/6157043999.html,$60,excellent
Epping NH,"
72 inch bathroom vanity with double sink in excellent condition. Cabinet made by Berch.
Vanity coming out today. 
Make an offer    ",72inch double sink bathroom vanity,https://nh.craigslist.org/fuo/6170033987.html,$1,excellent
,"
Brown wicker five drawer dresser measurements 33 1/2 inches wide 22 inches deep 46 1/2 inches tall drawer depth 7 1/4 inches if interested we can meet in Derry New Hampshire I also offer delivery within 10 miles of Derry New Hampshire for a small fee thank you.    ",Dresser,https://nh.craigslist.org/fuo/6150928893.html,$100,excellent
,"
Two-piece pine computer desk with pine chair .measurements are 42 1/2 inches wide 19 1/4 inches deep overall height 71 1/2 inches desk height 31 inches drawer depth 8 1/2 inches if interested we can meet in Derry New Hampshire I also offer delivery within 10 miles of Derry New Hampshire for a small fee thank you    ",Computer desk,https://nh.craigslist.org/fuo/6167025532.html,$80,excellent
Hooksett,"
Great for extra storage under a twin or bunk bed. Includes the bed lifts too.    ",Under Bed Drawers & Bed Risers,https://nh.craigslist.org/fuo/6170036769.html,$45,excellent
,"
1980's oak pedestal table; Claw feet round 4 "" diameter with glass top; extension are 12"" each to create a 5""  or 6"" oval table; Some ware on top from daily use; remodeled and this table no longer fits the space or style of the room  all offers considered
THERE ARE NO CHAIRS table was bought with out chairs",Oak dining room tab;e,https://nh.craigslist.org/fuo/6137756580.html,$350,good
Goffstown,"
Beautiful buffet purchased less than 3 years ago from Country Woods.  Practically new with no scratches or blemishes.  Must pick up, Cash only please.    ",Buffet,https://nh.craigslist.org/fuo/6170040601.html,$1200,like new
"Alfred, ME","
Stunning Mid-Century Stereo Console Credenza circa 1950's
This is one of the best examples of a mid-century modern record console out there! Sleek and gorgeous cabinet. Beautiful high-gloss wood grain veneer. Not working yet, but a gorgeous piece of mid century furniture!
Excellent condition. I cant find any scratches, chips, stains or any significant signs of wear whatsoever.
47"" long x 17"" deep x 31"" height
Retrofit electronics to Bluetooth compatibility, and upgrade to a 21st century entertainment hub, with authentic mid-century modern design.    ",Mid-Century Stereo/Record Console by Delmonico/Körting/Telefunken,https://nh.craigslist.org/fuo/6170038746.html,$345,excellent
,"
electric recliner that was purchased in 11/2013 recliner was used approx. a dozen times until my husband was too sick; no use since 12/2013; Client has not been used and is stored in a bedroom
color is silver greyish and will go with almost any décor; I have never sat in it nor has anyone else since 12/2013. All offers considered I would like to utilize the space' IT IS NOT A LIFT RECLINER, the remote eases chair and foot rest into different positions and back. All offers considered    ",electric recliner,https://nh.craigslist.org/fuo/6137559251.html,$375,like new
Gilmanton,"
Vintage Cedar Wardrobe. Great storage. Has hanging bar inside and smaller bar on the inside of one door. Shoe storage at the bottom.    ",Cabinet,https://nh.craigslist.org/fuo/6152995573.html,$35,good
"Gilmanton, NH","
Lofted Bed Frame. Metal. Full size. No Mattress. The lower part can be a space for another bed, storage or desk area.    ",Bed,https://nh.craigslist.org/fuo/6164077235.html,$35,good
Meredith,"
These are ready for a fresh coat of paint.
Old wicker so not in perfect shape.
$300 for the 7 pieces.    ",7 pieces of Vintage Wood Wicker,https://nh.craigslist.org/fuo/6148935886.html,$300,good
